reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,barcode,resolution,basecall_method
3000,SAMEA2041827,2327,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2743789,2327,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
3000,SAMEA2710319,2336,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
3000,SAMEA3719246,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA3929427,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA2041827,2327,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2743789,2327,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
3000,SAMEA2710319,2336,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
3000,SAMEA3719246,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA3929427,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA2041827,2327,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2743789,2327,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
3000,SAMEA2710319,2336,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
3000,SAMEA3719246,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA3929427,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA2041827,2327,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2743789,2327,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
1000,SAMEA3671799,3432,ST45,MSSA,PVL-,-,S,S,R,S,S,S,S,S,R,S,S,S,74,10k,hac
1000,SAMEA3401110,3416,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,S,S,R,R,R,S,74,10k,hac
1000,SAMEA3890854,3410,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
1000,SAMEA3890394,3405,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
1000,SAMEA3401356,3401,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
2000,SAMEA3890604,3303,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
2000,SAMEA90262168,3293,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
2000,SAMEA90320668,3281,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
2000,SAMEA3401422,3279,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
2000,SAMEA90364168,3265,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
3000,SAMEA90320668,2917,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
3000,SAMEA3890604,2911,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
3000,SAMEA90262168,2895,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
3000,SAMEA104325290,2892,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,74,10k,hac
3000,SAMEA3401342,2884,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
4000,SAMEA90320668,2542,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
4000,SAMEA3890604,2538,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
4000,SAMEA3401342,2530,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
4000,SAMEA3890695,2524,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
4000,SAMEA3890834,2518,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
5000,SAMEA90320668,2279,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
5000,SAMEA3890837,2270,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
5000,SAMEA3890604,2269,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
5000,SAMEA90364168,2267,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
5000,SAMEA3890834,2266,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
6000,SAMEA90320668,2090,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
6000,SAMEA3890837,2083,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
6000,SAMEA3890695,2077,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
6000,SAMEA3890784,2075,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
6000,SAMEA90380668,2075,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
7000,SAMEA104325290,1891,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,74,10k,hac
7000,SAMEA3890695,1889,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
7000,SAMEA90380668,1889,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
7000,SAMEA90320668,1886,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
7000,SAMEA3890834,1885,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
8000,SAMEA104325290,1724,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,74,10k,hac
8000,SAMEA3890936,1715,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
8000,SAMEA3890695,1713,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
8000,SAMEA3890949,1711,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,74,10k,hac
8000,SAMEA90320668,1711,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,74,10k,hac
1000,SAMEA4469743,3441,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
1000,SAMN07460115,3440,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
1000,SAMN07460112,3410,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
1000,SAMN07460116,3410,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
1000,SAMN07460119,3410,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
2000,SAMN07460115,2889,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
2000,SAMN07460120,2875,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
2000,SAMN07460121,2863,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
2000,SAMN07460110,2861,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
2000,SAMN07460119,2861,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
3000,SAMN07460115,2396,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
3000,SAMN07460120,2396,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
3000,SAMN07460121,2388,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
3000,SAMN07460110,2365,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
3000,SAMN07460124,2360,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
4000,SAMN07460120,2060,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
4000,SAMN07460121,2052,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
4000,SAMN07460115,2047,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
4000,SAMEA4469743,2031,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
4000,SAMN07460110,2030,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
5000,SAMN07460120,1781,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
5000,SAMN07460115,1773,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
5000,SAMN07460121,1773,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
5000,SAMEA3717850,1761,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,81,10k,hac
5000,SAMN07460110,1761,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
6000,SAMN07460121,1565,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
6000,SAMN07460115,1563,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
6000,SAMN07460120,1563,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
6000,SAMEA3717850,1561,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,81,10k,hac
6000,SAMN07460110,1557,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
7000,SAMN07460120,1417,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
7000,SAMN07460121,1416,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
7000,SAMN07460115,1415,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
7000,SAMN07460110,1414,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
7000,SAMEA3717850,1408,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,81,10k,hac
8000,SAMEA103891302,1290,ST5,MRSA,PVL*,SCCmec-IX,S,S,R,S,S,S,R,r,R,R,S,S,81,10k,hac
8000,SAMN07460120,1290,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
8000,SAMN07460110,1289,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
8000,SAMN07460115,1289,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
8000,SAMN07460121,1289,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,81,10k,hac
1000,SAMEA1557168,3555,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
1000,SAMEA1903299,3539,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
1000,SAMEA1557125,3537,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
1000,SAMEA1903812,3535,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
1000,SAMEA1557202,3529,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
2000,SAMEA1692044,2858,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
2000,SAMEA1571811,2857,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
2000,SAMEA1571734,2856,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
2000,SAMEA1557095,2855,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
2000,SAMEA1692085,2852,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
3000,SAMEA2059715,2367,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
3000,SAMEA1557168,2362,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
3000,SAMEA1571811,2359,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
3000,SAMEA1557125,2358,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
3000,SAMEA1557202,2358,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
4000,SAMEA2059715,1971,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
4000,SAMEA1557168,1962,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
4000,SAMEA1557257,1959,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
4000,SAMEA1571797,1955,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,82,10k,hac
4000,SAMEA1903300,1955,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
5000,SAMEA2059715,1684,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
5000,SAMEA1557168,1667,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
5000,SAMEA1557095,1666,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
5000,SAMEA1557257,1665,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
5000,SAMEA1557093,1660,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
6000,SAMEA2059715,1501,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
6000,SAMEA1557257,1484,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
6000,SAMEA1557168,1478,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
6000,SAMEA1557095,1477,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
6000,SAMEA1903322,1474,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
7000,SAMEA2059715,1383,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
7000,SAMEA1557257,1366,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
7000,SAMEA1557168,1359,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
7000,SAMEA1557095,1357,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
7000,SAMEA1557093,1354,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
8000,SAMEA2059715,1293,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
8000,SAMEA1557257,1278,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
8000,SAMEA1557168,1273,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
8000,SAMEA1557095,1267,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
8000,SAMEA1557226,1265,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,82,10k,hac
1000,SAMEA2744141,3540,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
1000,SAMN06847498,3537,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
1000,SAMEA104188233,3534,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
1000,SAMEA1033446,3511,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,89,10k,hac
1000,SAMEA2340484,3511,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,89,10k,hac
2000,SAMEA2744141,2836,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
2000,SAMN06847498,2829,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
2000,SAMEA2710319,2828,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,89,10k,hac
2000,SAMEA104188233,2827,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
2000,SAMEA70090168,2826,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
3000,SAMEA3717850,2346,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
3000,SAMN06847400,2326,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
3000,SAMEA2384831,2324,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
3000,SAMEA2040819,2323,ST5,MRSA,PVL+,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,89,10k,hac
3000,SAMEA2710319,2322,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,89,10k,hac
4000,SAMEA3717850,2045,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
4000,SAMN06847400,2024,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
4000,SAMEA4387526,2018,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,89,10k,hac
4000,SAMEA2743814,2008,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
4000,SAMEA24667168,2006,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,89,10k,hac
5000,SAMEA3717850,1778,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
5000,SAMEA4387526,1763,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,89,10k,hac
5000,SAMN06847400,1761,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
5000,SAMEA24667168,1755,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,89,10k,hac
5000,SAMEA2743814,1753,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
6000,SAMEA3717850,1591,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
6000,SAMN06847400,1568,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
6000,SAMEA3717135,1565,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
6000,SAMEA2743515,1564,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
6000,SAMEA4387526,1564,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,89,10k,hac
7000,SAMEA3717850,1449,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
7000,SAMEA103891302,1436,ST5,MRSA,PVL*,SCCmec-IX,S,S,R,S,S,S,R,r,R,R,S,S,89,10k,hac
7000,SAMN06847400,1436,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
7000,SAMEA2041827,1433,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,89,10k,hac
7000,SAMEA4547347,1433,ST228,MRSA,PVL-,SCCmec-I,R,R,R,S,S,S,R,S,R,R,R,S,89,10k,hac
8000,SAMEA103891302,1321,ST5,MRSA,PVL*,SCCmec-IX,S,S,R,S,S,S,R,r,R,R,S,S,89,10k,hac
8000,SAMEA3717850,1320,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
8000,SAMN06847400,1316,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,89,10k,hac
8000,SAMEA2041827,1315,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,89,10k,hac
8000,SAMEA103891310,1310,ST5,MRSA,PVL*,SCCmec-IX,S,S,R,S,S,S,R,S,R,R,S,S,89,10k,hac
1000,SAMEA2663899,3377,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
1000,SAMEA4008532,3348,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,R,90,10k,hac
1000,SAMEA2665050,3347,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
1000,SAMEA1572244,3340,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,R,90,10k,hac
1000,SAMN06640057,3337,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,90,10k,hac
2000,SAMEA103891373,2724,ST1,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,90,10k,hac
2000,SAMEA2383994,2720,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,90,10k,hac
2000,SAMN08815344,2706,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,90,10k,hac
2000,SAMEA2663899,2705,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
2000,SAMEA3919890,2698,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,90,10k,hac
3000,SAMEA2663899,2317,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
3000,SAMN08815344,2317,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,90,10k,hac
3000,SAMEA103891373,2312,ST1,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,90,10k,hac
3000,SAMEA2664771,2309,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
3000,SAMEA2383994,2308,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,90,10k,hac
4000,SAMN08815344,2004,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,90,10k,hac
4000,SAMEA1317313,1999,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
4000,SAMEA3919890,1998,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,90,10k,hac
4000,SAMEA2663899,1996,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
4000,SAMEA1568644,1991,ST1,MRSA,PVL+,SCCmec-V,r,S,S,S,R,S,R,S,R,R,r,R,90,10k,hac
5000,SAMEA1317313,1721,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,90,10k,hac
5000,SAMN08815344,1721,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,90,10k,hac
5000,SAMEA1572357,1717,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,90,10k,hac
5000,SAMEA3181497,1716,ST474,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,90,10k,hac
5000,SAMEA104137961,1715,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,90,10k,hac
6000,SAMEA1572357,1523,ST1,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,90,10k,hac
6000,SAMEA2383994,1523,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,R,90,10k,hac
6000,SAMN08111965,1520,ST1,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,r,90,10k,hac
